number;name;address;position;banking;bonus;status;Contract Name;Bike Stands;Available Bike Stands;Available Bikes;Last Update
250;00250 - 11 NOVEMBRE - NÉGOGOUSSES;RUE DU 11 NOVEMBRE FACE 45 RUE DU 14 JUILLET;43.593052, 1.414659;False;False;OPEN;toulouse;18;15;2;2026-03-07T12:58:02+01:00
73;073 - VLEURGAT;VLEURGAT - AVENUE LOUISE/LOUIZALAAN 300;50.823898, 4.367752;False;True;OPEN;Bruxelles-Capitale;25;11;13;2026-03-07T12:59:08+01:00
23;BARJANSKA C.-CENTER STAREJŠIH TRNOVO;Devinska ulica 1a;46.04081, 14.49951;False;False;OPEN;ljubljana;20;10;9;2026-03-07T12:58:18+01:00
83;00083 - SÉJOURNÉ - AMIDONNIERS;2 AV PAUL SEJOURNE;43.605687, 1.428225;False;False;OPEN;toulouse;17;17;0;2026-03-07T12:59:32+01:00
71;ZALOG;Zaloška cesta;46.06043, 14.613797;False;False;OPEN;ljubljana;20;10;10;2026-03-07T12:57:49+01:00
334;334 - MARCEL THIRY;MARCEL THIRY - AV MARCEL THIRY FACE 23;50.855593, 4.439625;False;False;OPEN;Bruxelles-Capitale;20;13;7;2026-03-07T12:57:46+01:00
51;YORK STREET WEST;York Street West;53.339334, -6.264699;False;False;OPEN;dublin;40;13;7;2026-03-07T12:58:53+01:00
222;222_AVENIDA ALCALDE LUIS URUÑUELA;AVENIDA ALCALDE LUIS URUÑUELA - Aprox. Palacio de los Congresos;37.40416849, -5.9345881;False;False;OPEN;seville;16;9;7;2026-03-07T12:59:31+01:00
356;00356 - PLACE NINA SIMONE;Route de Labège (quartier en construction);43.567293, 1.500385;True;False;OPEN;toulouse;13;0;12;2026-03-07T12:58:00+01:00
294;294 - WIENER;WIENER - PLACE WIENER 2 / WIENERPLAATS 2;50.798344, 4.419014;False;False;CLOSED;Bruxelles-Capitale;25;0;0;2026-03-07T12:57:41+01:00
322;322 - PARC ROI BAUDOUIN / KONING BOUDEWIJNPARK;Rue J.-B. Moyens 20 / J.-B. Moyensstraat 20;50.889582, 4.316351;False;False;OPEN;Bruxelles-Capitale;20;9;11;2026-03-07T12:58:41+01:00
295;295 - COIN DU BALAI / BEZEMHOEK;Av. de la Foresterie 2 / Vorsterielaan 2;50.793682, 4.418497;False;False;OPEN;Bruxelles-Capitale;25;14;10;2026-03-07T12:58:44+01:00
230;230_CALLE_POETA_SERRANO_CLAVERO_EQ_GENERAL_LLORENS;Poeta Serrano Clavero - General Llorens;39.4947181737151, -0.386875144115863;False;False;OPEN;valence;15;9;6;2026-03-07T12:58:19+01:00
20;020 - PALAIS ROYAL / KONINKLIJK PALEIS;PALAIS ROYAL/KONINGSSTRAAT PALEIS - RUE ROYALE (DEVANT N°14)/KONINKLIJKESTRAAT (N°14);50.843613, 4.360628;False;True;OPEN;Bruxelles-Capitale;20;6;13;2026-03-07T12:57:56+01:00
8;UNIVERSITETSBIBLIOTEKET;;55.7080949824667, 13.1963047385216;False;False;OPEN;lund;21;12;8;2026-03-07T12:59:18+01:00
17;FYSIOLOGEN;;55.710874, 13.202782;False;False;OPEN;lund;23;7;16;2026-03-07T12:59:11+01:00
34;034 - FONTAINAS;FONTAINAS - BLD ANSPACH N°180 A 192/ANSPACHLAAN N°180 TOT 192;50.84563, 4.346942;False;False;CLOSED;Bruxelles-Capitale;35;0;0;2026-03-07T12:58:31+01:00
70;070_ESTACIÓN RENFE SANTA JUSTA;ESTACIÓN RENFE SANTA JUSTA;37.3911584928049, -5.97597115351185;False;False;OPEN;seville;40;13;27;2026-03-07T12:58:23+01:00
5032;5032 - MÉNIVAL / EISENHOWER;;45.756757, 4.783206;False;False;OPEN;lyon;12;11;1;2026-03-07T12:59:33+01:00
239;239 - DARWIN;Av. Brugmann / Brugmannlaan 141;50.817777, 4.350406;False;True;OPEN;Bruxelles-Capitale;25;8;16;2026-03-07T12:59:33+01:00
13;IDEON NORR;;55.715504, 13.214801;False;False;OPEN;lund;21;5;16;2026-03-07T12:58:12+01:00
1005;BORNE ATELIER MECANOS SPL;BORNE ATELIER MECANOS SPL - CHAUSSÉE DE MONS 173 - SAINT-PIETERS-LEEUW;50.7978687517766, 4.28980290893378;False;False;OPEN;Bruxelles-Capitale;2;2;0;2026-03-07T12:58:18+01:00
88;088 - WOESTE;WOESTE - AVENUE NOTRE DAME DE LOURDES / ONZE-LIEVE-VROUW VAN LOURDESLAAN;50.873354, 4.334311;False;False;OPEN;Bruxelles-Capitale;25;9;16;2026-03-07T12:57:51+01:00
72;072 - ULB SOLBOSCH / VUB  SOLBOSCH;ULB SOLBOSCH / VUB SOLBOSCH - AV. F.ROOSEVELT/F.ROOSEVELTLAAN 19;50.812489, 4.379203;False;True;OPEN;Bruxelles-Capitale;24;20;3;2026-03-07T12:58:04+01:00
119;119 - PAQUOT;Rue Jean Paquot /Jean Paquotstraat 46;50.82559, 4.379555;False;False;OPEN;Bruxelles-Capitale;20;20;0;2026-03-07T12:58:28+01:00
10;010_CALLE JOSE DIAZ;CALLE JOSE DIAZ - Aprox. Avda Concejal Alberto Jiménez-Becerril;37.409109, -5.990943;False;False;OPEN;seville;20;12;8;2026-03-07T12:58:55+01:00
79;DOLENJSKA C. - STRELIŠČE;Dolenjska c. 11;46.038866, 14.517605;False;False;OPEN;ljubljana;20;20;0;2026-03-07T12:58:48+01:00
9041;9041 - CARRET / SÉDALLIAN;10 QUAI PAUL SEDAILLAN;45.792478, 4.820567;False;False;OPEN;lyon;18;9;9;2026-03-07T12:57:47+01:00
330;00330 - LAPUJADE - BARTOLI;Face 72, chemin de  Lapujade;43.622099, 1.453553;False;False;OPEN;toulouse;13;10;3;2026-03-07T12:57:53+01:00
63;063 - JULES CESAR / JULIUS CAESAR;JULES CESAR - AVENUE DE TERVUREN DEVANT / TERVURENLAAN VOOR 278;50.834705, 4.421643;False;True;OPEN;Bruxelles-Capitale;20;11;8;2026-03-07T12:58:13+01:00
9013;9013 - QUAI PAUL SÉDALLIAN;Angle rue de la Navigation;45.787522, 4.814418;False;False;OPEN;lyon;20;20;0;2026-03-07T12:59:12+01:00
13;旅籠町 HATAGO-MACHI;旅籠町２番１０号 2-10 Hatago-machi;36.6893, 137.208727;False;False;OPEN;toyama;16;8;8;2026-03-07T12:57:57+01:00
76;MARKET STREET SOUTH;Market Street South;53.342296, -6.287661;False;False;OPEN;dublin;38;38;0;2026-03-07T12:58:31+01:00
56;MOUNT STREET LOWER;Mount Street Lower;53.3379853, -6.2415388;False;False;OPEN;dublin;40;29;11;2026-03-07T12:59:37+01:00
1;LUNDS CENTRAL;;55.7065202995297, 13.1874185800552;True;False;OPEN;lund;40;27;13;2026-03-07T12:58:04+01:00
251;251_ARQUITECTO_SEGURA_LAGO_CAMINO_NUEVO_DE_PICAÑA;Arquitecto Segura del Lago - Camino Nuevo de Picaña;39.4557980367043, -0.404504176110588;False;False;OPEN;valence;15;1;14;2026-03-07T12:59:31+01:00
7;北新町１丁目 KITASHIN-MACHI 1;北新町１丁目３番 1-3 Kitashin-machi;36.693935, 137.220853;False;False;OPEN;toyama;16;12;4;2026-03-07T12:59:38+01:00
78;078_AVDA. ARAGÓN I;Aragón - Vicente Sancho Tello;39.4699130991134, -0.358779046585651;False;False;OPEN;valence;20;15;5;2026-03-07T12:57:55+01:00
78;GERBIČEVA - ŠPORTNI PARK SVOBODA;Gerbičeva ulica 61;46.039384, 14.485458;False;False;OPEN;ljubljana;20;11;9;2026-03-07T12:59:05+01:00
202;202_AVENIDA MUJER TRABAJADORA;AVENIDA MUJER TRABAJADORA - Aprox. Avda Miraflores;37.411466577192, -5.96676313290727;False;False;OPEN;seville;20;16;4;2026-03-07T12:59:03+01:00
130;130_GLORIETA REPUBLICA DOMINICANA;GLORIETA REPUBLICA DOMINICANA - Aprox. C/ López de Gomara;37.375739, -6.00568;False;False;OPEN;seville;20;0;19;2026-03-07T12:58:07+01:00
383;00383 - PARC DE LA MOUNÈDE;8, rue Roger Camboulives;43.572131, 1.38317;False;False;OPEN;toulouse;13;5;8;2026-03-07T12:58:52+01:00
5;MÅRTENSTORGET;;55.7019107380952, 13.196025788784;False;False;OPEN;lund;33;12;21;2026-03-07T12:58:51+01:00
6;市役所 CITY HALL;新桜町７番 7 Shinsakura-machi;36.696277, 137.213238;False;False;OPEN;toyama;18;13;5;2026-03-07T12:59:38+01:00
9006;9006 - THÉÂTRE NOUVELLE GÉNÉRATION;Rue Tissot / angle rue de Bourgogne;45.777287, 4.803297;False;False;OPEN;lyon;16;10;6;2026-03-07T12:59:04+01:00
68;ČRNUČE;Dunajska cesta;46.102446, 14.530213;False;False;OPEN;ljubljana;20;13;7;2026-03-07T12:57:40+01:00
195;195 - WESTLAND SHOPPING;WESTLAND SHOPPING - Bd Joseph Bracops / Joseph Bracopslaan 250;50.838356, 4.284213;False;False;OPEN;Bruxelles-Capitale;26;10;16;2026-03-07T12:58:23+01:00
170;170_PLAZA ANTONIO APARICIO HERRERO;PLAZA ANTONIO APARICIO HERRERO - Aprox. C/ San Juan de Dios;37.378966446737, -5.96892312175533;False;False;OPEN;seville;18;15;3;2026-03-07T12:59:11+01:00
2;BANTORGET;;55.7042412794077, 13.1876116991043;False;False;OPEN;lund;25;12;13;2026-03-07T12:59:08+01:00
172;172_RONDA TAMARGUILLO;RONDA TAMARGUILLO - Aprox. Alfonso Laso de la Vega;37.367046, -5.971103;False;False;OPEN;seville;20;11;8;2026-03-07T12:59:29+01:00
260;260_REVOLTOSA;Aproximado Parque Amate;37.378856, -5.945964356;False;False;OPEN;seville;18;6;12;2026-03-07T12:58:16+01:00
206;206 - SAINT-GUIDON / SINT-GUIDO;Cours Saint-Guidon 7 / Sint-Guidocorso 7;50.834929, 4.305659;False;False;OPEN;Bruxelles-Capitale;25;7;17;2026-03-07T12:58:20+01:00
33;MERCATOR CENTER ŠIŠKA;Cesta Ljubljanske brigade 33;46.087079, 14.475439;False;False;OPEN;ljubljana;22;4;18;2026-03-07T12:58:40+01:00
40;40_CALLE_BARCAS_FRENTE _TEATRO_PRINCIPAL;Barcas, 11;39.470434095659, -0.374915095234885;False;False;OPEN;valence;26;0;0;2026-03-07T12:58:25+01:00
255;255 - SACRE-COEUR DE GANSHOREN;Av. Charles-Quint 27 / Keizer Karellaan 27;50.868038, 4.314122;False;False;OPEN;Bruxelles-Capitale;25;7;17;2026-03-07T12:59:28+01:00
8056;8056 - DELORE / AUDIBERT ET LAVIROTTE;69 RUE AUDIBERT ET LAVIROTTE;45.73586, 4.856888;False;False;OPEN;lyon;18;17;1;2026-03-07T12:59:30+01:00
121;121 - ETANGS / VIJVERS;ETANGS / VIJVERS - RUE GUILLAUME STOCQ (FACE AU N° 1-3-5)/ GUILLAUME STOCQSTRAAT (TEGENOVER N° 1-3-5);50.823986, 4.37379;False;False;OPEN;Bruxelles-Capitale;25;14;9;2026-03-07T12:58:11+01:00
15;SPARTA;;55.709257, 13.214571;True;False;OPEN;lund;39;6;31;2026-03-07T12:58:25+01:00
120;120_GLORIETA SAN DIEGO;GLORIETA SAN DIEGO - Aprox. C/ Palos de la Frontera;37.379067, -5.989875;False;False;OPEN;seville;15;1;14;2026-03-07T12:59:18+01:00
24;ZALOŠKA C.-GRABLOVIČEVA C.;Zaloška cesta 16;46.05441, 14.52978;False;False;OPEN;ljubljana;16;6;10;2026-03-07T12:58:25+01:00
12;ALLHELGONAKYRKAN;;55.710366, 13.192236;False;False;OPEN;lund;21;9;10;2026-03-07T12:58:20+01:00
11;011_PZA_AYTO_CON_CALLE_COTANDA;Plaza Ayuntamiento - Cotanda;39.471154097455, -0.376875101498657;False;False;OPEN;valence;27;0;0;2026-03-07T12:59:16+01:00
4;STORTORGET;;55.7029777865809, 13.1933650374413;True;False;OPEN;lund;21;16;5;2026-03-07T12:59:15+01:00
200;200_CAMINO DE LOS TOROS;CAMINO DE LOS TOROS - Aprox. C/ Mediterráneo;37.419198, -5.963082;False;False;OPEN;seville;20;8;12;2026-03-07T12:58:18+01:00
148;148 - GARE DE MEISER / MEISER STATION;Av. Rogier 377 / Rogierlaan 377;50.855629, 4.394807;False;False;OPEN;Bruxelles-Capitale;22;16;6;2026-03-07T12:57:51+01:00
11;LTH;;55.712382, 13.208109;False;False;OPEN;lund;24;6;18;2026-03-07T12:59:19+01:00
251;00251 - JOLIMONT MÉTRO;26 AV LEON BLUM ANGLE RUE LEON JOUHAUX;43.61432, 1.461721;False;False;OPEN;toulouse;13;9;4;2026-03-07T12:57:44+01:00
75;SOSESKA NOVO BRDO;Pot rdečega križa;46.045617, 14.462281;False;False;OPEN;ljubljana;20;17;3;2026-03-07T12:57:42+01:00
131;00131 - RTE DE BLAGNAC - BERNIES;15 RUE PAUL BERNIES;43.611584, 1.414669;False;False;OPEN;toulouse;19;18;1;2026-03-07T12:57:47+01:00
32;032 - DANSAERT;Rue Antoine Dansaert 64 / Antoine Dansaertstraat 64;50.8502235708238, 4.34613673736941;False;False;OPEN;Bruxelles-Capitale;35;21;13;2026-03-07T12:59:05+01:00
313;00313 - RUE DE FENOUILLET - VERNE;58, rue de Fenouillet;43.628271, 1.425653;False;False;OPEN;toulouse;13;9;4;2026-03-07T12:59:07+01:00
202;00202 - PLATINE PLAISIR BEE;"plaisir : Latitude : 48,79997371   Longitude:1,94620213
Villeurbanne : Latitude : 45,780403    Longitude :4,905";48.79997371, 1.94620213;False;True;OPEN;lyon;6;1;5;2026-03-07T12:57:59+01:00
9;TRG OF-KOLODVORSKA UL.;Trg OF 12;46.057421, 14.510265;False;False;OPEN;ljubljana;26;0;26;2026-03-07T12:58:09+01:00
229;229_CALLE_AITANA_ESQ_AVDA_BURJASSOT;Aitana - Florista;39.4930721655928, -0.394897167291038;False;False;OPEN;valence;16;11;4;2026-03-07T12:57:43+01:00
114;114 - SAISONS / JAARGETIJDEN;Av. des Saisons / Jaargetijdenlaan 2;50.820391, 4.385358;False;False;OPEN;Bruxelles-Capitale;25;15;9;2026-03-07T12:59:04+01:00
139;139_AVENIDA DIEGO MARTINEZ BARRIO;AVENIDA DIEGO MARTINEZ BARRIO - Aprox. Avda Gal Garcia de la Herranz;37.3750752588637, -5.9758631255784;False;False;OPEN;seville;15;13;1;2026-03-07T12:58:48+01:00
270;270_CALLE_NINOT_ESQ_PZA_REGINO_MAS;Ninot - Regino Mas;39.5000431897182, -0.392980165265021;False;False;OPEN;valence;16;12;4;2026-03-07T12:58:15+01:00
221;221 - CURIE;Sq. Marie Curie 50 / Marie Curiesquare 50;50.821793, 4.284648;False;False;OPEN;Bruxelles-Capitale;25;18;7;2026-03-07T12:58:44+01:00
160;160 - ELISA;Pl. Princesse Elisabeth / Prinses Elisabethplein 160;50.877501, 4.380315;False;False;OPEN;Bruxelles-Capitale;23;10;13;2026-03-07T12:58:54+01:00
169;169 - GEORGES EEKHOUD;GEORGES EEKHOUD - AVENUE GEORGES EEKHOUD/GEORGES EEKHOUDLAAN 56;50.877125, 4.387515;False;False;OPEN;Bruxelles-Capitale;25;16;9;2026-03-07T12:59:25+01:00
10088;10088 - 4 AOÛT 1789 / PRESSENSÉ;COURS EMILE ZOLA (VILLEURBANNE);45.76611, 4.898539;True;False;OPEN;lyon;19;3;14;2026-03-07T12:59:15+01:00
252;252_DE_LOS_GREMIOS_CAMPOS_CRESPO;Dels Gremis - Campos Crespo;39.4502560182615, -0.4036651706049;False;False;OPEN;valence;20;17;3;2026-03-07T12:59:25+01:00
121;121_C_MURTA;Murta - Sant Eperit;39.4861501538243, -0.358862055563278;False;False;OPEN;valence;15;5;10;2026-03-07T12:58:52+01:00
2;002 - ELOY;ELOY - Rue Eloy / Eloystraat;50.836151, 4.326019;False;False;OPEN;Bruxelles-Capitale;25;17;8;2026-03-07T12:58:38+01:00
51;LIDL-LITIJSKA CESTA;Litijska cesta 53;46.047689, 14.547416;False;False;OPEN;ljubljana;20;3;17;2026-03-07T12:58:22+01:00
34;00034 - STRASBOURG - BOSC;15 RUE JOSEPH BOSC;43.609766, 1.445681;False;False;OPEN;toulouse;22;16;6;2026-03-07T12:59:10+01:00
7;BOTANISKA TRÄDGÅRDEN;;55.7059732259213, 13.201240003109;False;False;OPEN;lund;20;14;6;2026-03-07T12:58:31+01:00
292;292 - RITTWEGER;RITTWEGER - RUE RITTWEGER 6-8 / RITTWEGERSTRAAT 6-8;50.797739, 4.336083;False;False;OPEN;Bruxelles-Capitale;20;13;5;2026-03-07T12:59:31+01:00
136;136 - PAVILLON / PAVILJOEN;Rue du Pavillon / Paviljoenstraat 94;50.869809, 4.371808;False;False;OPEN;Bruxelles-Capitale;24;14;10;2026-03-07T12:59:16+01:00
210;210_PASEO DE EUROPA;PASEO DE EUROPA - Aprox. Ava de Francia;37.3480613203322, -5.98005814258749;False;False;OPEN;seville;15;3;12;2026-03-07T12:58:12+01:00
220;220_CALLE_CASTAN_TOBEÑAS_ESQ_CALLE_DE_GOYA;Castán Tobeñas - Patriques;39.4738230995181, -0.398412167524643;False;False;OPEN;valence;16;14;2;2026-03-07T12:58:01+01:00
348;348 - HANSEN-SOULIE;HANSEN-SOULIE - AVENUE HANSEN-SOULIE 42;50.831078, 4.398546;False;False;OPEN;Bruxelles-Capitale;24;15;9;2026-03-07T12:58:04+01:00
33;033 - MORT SUBITE;MORT SUBITE - RUE MONTAGNE AUX-HERBES-POTAGERES (FACE N° 7)/WARMOESBERG (TEGENOVER N°7);50.848701, 4.356055;False;False;OPEN;Bruxelles-Capitale;25;12;13;2026-03-07T12:57:42+01:00
238;238 - UNION SAINT-GILLOISE / UNION SINT-GILLIS;Chau. de Bruxelles 364 / Brusselsesteenweg 364;50.820199, 4.330806;False;False;OPEN;Bruxelles-Capitale;20;9;11;2026-03-07T12:58:38+01:00
14;IDEON SÖDER;;55.712961, 13.213704;False;False;OPEN;lund;21;6;14;2026-03-07T12:59:27+01:00
39;P + R DOLGI MOST;P+R Dolgi most;46.037003, 14.465229;False;False;OPEN;ljubljana;20;16;4;2026-03-07T12:58:03+01:00
2037;2037 - PLACE DES ARCHIVES;12 COURS CHARLEMAGNE;45.747956, 4.824898;True;False;OPEN;lyon;40;29;11;2026-03-07T12:59:23+01:00
46;046 - ALBERTINE / ALBERTINA;ALBERTINE/ALBERTINA - BLD DE L'EMPEREUR/KEIZERSLAAN 3;50.843892, 4.355012;False;False;OPEN;Bruxelles-Capitale;24;22;2;2026-03-07T12:57:54+01:00
228;00228 - FAC. DE PHARMACIE MÉTRO;FACE 35 CHEMIN DES MARAICHERS;43.568165, 1.464353;True;False;OPEN;toulouse;18;11;6;2026-03-07T12:58:11+01:00
180;180_CALLE DOCTOR JAIME MARCOS;CALLE DOCTOR JAIME MARCOS - Aprox. Avda. Doc. Fedriani;37.40966, -5.984254;False;False;OPEN;seville;20;13;0;2026-03-07T12:58:27+01:00
201;201_CALLE PINO MONTANO;CALLE PINO MONTANO - Aprox. C/ Estafeta;37.41611681, -5.967555995;False;False;OPEN;seville;20;12;7;2026-03-07T12:58:48+01:00
11;011_ALBERTO JIMÉNEZ BECERRIL;Avda Alberto Jiménez Becerril - Antes Calle Maimonides;37.40665, -5.993109;False;False;OPEN;seville;20;11;9;2026-03-07T12:59:05+01:00
6;006 - GARE CENTRALE / CENTRAAL STATION;GARE CENTRALE/CENTRAAL STATION - BLD DE L'IMPERATRICE/KEIZERINLAAN;50.845333, 4.356475;False;False;OPEN;Bruxelles-Capitale;40;21;19;2026-03-07T12:59:05+01:00
16;PROFESSORSGATAN;;55.709632, 13.20595;False;False;OPEN;lund;23;6;17;2026-03-07T12:58:51+01:00
15;AMBROŽEV TRG;Poljanska cesta 20c;46.049877, 14.516308;False;False;OPEN;ljubljana;18;17;1;2026-03-07T12:58:17+01:00
27;JHMB – DVOETAŽNI MOST;Cesta XIV. divizije;46.554741, 15.659814;False;False;OPEN;maribor;20;13;7;2026-03-07T12:58:47+01:00
73;00073 - FITTE - TEINTURIERS;40 ALLEE CHARLES DE FITTE;43.596294, 1.432158;False;False;OPEN;toulouse;16;10;5;2026-03-07T12:58:33+01:00
145;145 - COTEAUX / WIJNHEUVELEN;Avenue Rogier / Rogierlaan 128;50.859096, 4.379117;False;False;OPEN;Bruxelles-Capitale;25;11;13;2026-03-07T12:57:44+01:00
202;00202 - ST-EXUPÉRY - BUTTE;165 AV ANTOINE DE ST EXUPERY;43.581632, 1.475865;False;False;OPEN;toulouse;17;14;3;2026-03-07T12:58:12+01:00
239;239_LA_FLORISTA_TRANVIA_PALACIO_CONGRESOS;Florista - T4 (Palau de Congressos);39.4969531770325, -0.400055184833165;False;False;OPEN;valence;20;10;10;2026-03-07T12:58:07+01:00
10007;10007 - PIATON / CONDORCET;Av Piaton / angle Condorcet;45.774204, 4.867512;False;False;OPEN;lyon;20;15;5;2026-03-07T12:57:48+01:00
7025;7025 - LACOUR / ARTILLERIE;;45.729454, 4.844228;True;False;OPEN;lyon;20;18;2;2026-03-07T12:57:48+01:00
80;080_CALLE LUIS MONTOTO;CALLE LUIS MONTOTO - Aprox. C/ Alberto Duero;37.3876274768589, -5.98102716921146;False;False;OPEN;seville;19;11;8;2026-03-07T12:58:10+01:00
353;353 - BEAULIEU;Avenue Nippone / Nipponelaan 2;50.815681, 4.40812;False;True;OPEN;Bruxelles-Capitale;20;16;4;2026-03-07T12:57:51+01:00
108;AVONDALE ROAD;Avondale Road;53.359405, -6.276142;False;False;OPEN;dublin;35;16;19;2026-03-07T13:01:37+01:00
165;00165 -  AVIONS - LIBELLULES;33 AVENUE DES AVIONS;43.57688, 1.460189;False;False;OPEN;toulouse;15;11;3;2026-03-07T12:59:30+01:00
93;093 - CLOVIS;CLOVIS - CHAUSSEE DE LOUVAIN - LEUVENSESTEENWEG 260-264;50.850333, 4.380461;False;False;OPEN;Bruxelles-Capitale;19;4;14;2026-03-07T13:00:08+01:00
327;327 - SIBELGA;SIBELGA - QUAI DES USINES / WERKHUIZENKAAI 16;50.874082, 4.362205;False;False;OPEN;Bruxelles-Capitale;20;8;12;2026-03-07T12:57:56+01:00
21001;21001 - LA MULATIERE - AQUARIUM;;45.727309, 4.814779;True;False;OPEN;lyon;24;21;2;2026-03-07T12:58:27+01:00
48;EXCISE WALK;Excise Walk;53.347777, -6.244239;False;False;OPEN;dublin;40;38;2;2026-03-07T13:01:11+01:00
191;191_CTRA_MALILLA;Esparraguera - Cra. Malilla;39.4502970264089, -0.378957096498364;False;False;OPEN;valence;15;14;1;2026-03-07T12:59:26+01:00
7;007 - ANGE;007 - ANGE - PLACE DE L ANGE FACE 95;50.46424, 4.8652;False;False;OPEN;namur;15;6;9;2026-03-07T13:01:37+01:00
326;00326 - EBELOT - PUJIBET;Face 55, rue Henri Ebelot (sur le rond-point);43.638044, 1.457716;False;False;OPEN;toulouse;13;10;3;2026-03-07T12:59:24+01:00
191;191_GLORIETA CARLOS CANO;GLORIETA CARLOS CANO - Aprox. C/ Blas Infante;37.374136, -6.008866;False;False;OPEN;seville;20;3;17;2026-03-07T12:58:58+01:00
384;00384 - GUILHERMY - LAS BRUGUES;;43.567628, 1.371151;False;False;OPEN;toulouse;13;7;6;2026-03-07T13:00:07+01:00
121;121_CALLE DOCTOR PEDRO DE CASTRO;CALLE DOCTOR PEDRO DE CASTRO - Aprox. C/ Doc. Gabriel Sánchez;37.3771584347363, -5.98193516635545;False;False;OPEN;seville;15;10;5;2026-03-07T12:59:12+01:00
90;90_AVDA. BLASCO IBAÑEZ;Blasco Ibañez, 32 (F. Filología);39.4767021219125, -0.35905805107551;False;False;OPEN;valence;40;39;1;2026-03-07T12:59:06+01:00
250;250_CALLE DE SALVADOR ALLENDE;CALLE DE SALVADOR ALLENDE - Aprox. C/ de Marruecos;37.42195336, -5.985369104;False;False;OPEN;seville;15;9;6;2026-03-07T12:59:04+01:00
274;274_MANUEL_ANDRES_CASTELL_DE_POLOP;San Francisco de Paula - Castell de Pop;39.4480380336336, -0.333278958357397;False;False;OPEN;valence;15;0;0;2026-03-07T13:01:40+01:00
22;022 - JACQMAIN;Bd du Jardin Botanique / Kruidtuinlaan 3;50.85587, 4.35585;False;False;OPEN;Bruxelles-Capitale;23;19;4;2026-03-07T12:58:36+01:00
33;033_CALLE LEÓN XIII;CALLE LEÓN XIII - Aprox. C/ Antonio Pantión;37.401546, -5.983682;False;False;OPEN;seville;15;15;0;2026-03-07T13:00:53+01:00
12;荒町 ARA-MACHI;荒町６番 6 Ara-machi;36.691711, 137.215395;False;False;OPEN;toyama;12;4;8;2026-03-07T12:59:14+01:00
323;00323 - RAYNAL - ALLIER;Face 81, chemin Raynal;43.631641, 1.454852;False;False;OPEN;toulouse;13;10;3;2026-03-07T12:57:46+01:00
350;350 - VERHEYLEWEGHEN;Pl. Verheyleweghen / Verheyleweghenplein 34;50.848184, 4.425621;False;False;OPEN;Bruxelles-Capitale;22;7;15;2026-03-07T13:00:52+01:00
237;237 - PARVIS ST-ANTOINE / ST-ANTONIUSVOORPLEIN;Rue de Mérode 292 / De Mérodestraat 292;50.827999, 4.330638;False;False;OPEN;Bruxelles-Capitale;25;13;11;2026-03-07T12:57:49+01:00
343;343 - VANDENDRIESCH;Rue J.-B. Vandendriesch 24 / J.-B. Vandendrieschstraat 24;50.861754, 4.292798;False;False;OPEN;Bruxelles-Capitale;20;9;11;2026-03-07T12:58:56+01:00
7;007 - PARC / PARK;PARC/PARK - RUE ROYALE  (FACE N°66-68)/KONINGSSTRAAT (TEGENOVER N°66-68);50.846319, 4.362244;False;True;OPEN;Bruxelles-Capitale;25;14;10;2026-03-07T13:00:58+01:00
20;020_FERNANDO_EL_CATOLICO_CALLE_QUART;Quart - Fernando el Católico;39.4750021068696, -0.387938136740957;False;False;OPEN;valence;16;5;3;2026-03-07T12:58:17+01:00
69;STUDENEC;Zaloška cesta;46.054615, 14.576031;False;False;OPEN;ljubljana;20;12;8;2026-03-07T12:58:48+01:00
285;285 - COGHEN;COGHEN - AV COGHEN 1 A 5 / COGHENSTRAAT 1 TOT 5;50.813469, 4.338951;False;False;OPEN;Bruxelles-Capitale;25;13;10;2026-03-07T13:01:24+01:00
69;00069 - FEUGA - PONT ST-MICHEL;11 ALL PAUL FEUGA;43.592388, 1.442463;False;False;OPEN;toulouse;18;15;3;2026-03-07T12:59:10+01:00
61;061 - MAELBEEK / MAALBEEK;MAELBEEK/MAALBEEK - CHAUSSEE D'ETTERBEEK/ETTERBEEKSESTEENWEG 15;50.843836, 4.378002;False;False;OPEN;Bruxelles-Capitale;35;31;4;2026-03-07T12:59:39+01:00
243;243_ALBACETE_ESQ_MALUQUER;Albacete - Maluquer;39.4627880667241, -0.384633120260506;False;False;OPEN;valence;18;13;0;2026-03-07T13:01:30+01:00
231;231 - KERSBEEK;KERSBEEK - AV KERSBEEK 107 / KERSBEEKLAAN 107;50.805801, 4.3194;False;False;OPEN;Bruxelles-Capitale;19;10;9;2026-03-07T13:00:44+01:00
192;00192 - ST-SIMON - PRADO;355 ROUTE DE SAINT-SIMON;43.587845, 1.409785;False;False;OPEN;toulouse;20;13;7;2026-03-07T13:01:30+01:00
233;233_SAN_JUAN_BOSCO_SANTIAGO_RUSIÑOL;San Juan Bosco - Santiago Rusiñol;39.497128187401, -0.369528093405798;False;False;OPEN;valence;15;3;12;2026-03-07T13:00:42+01:00
22;00022 - HOPITAL ST JULIEN;Angle rue Molitor et rue Foller;48.6858574026886, 6.19290171469907;False;False;OPEN;nancy;16;1;15;2026-03-07T12:58:31+01:00
2006;02006 - AÉROPORT TRAMWAY;Terminus tramway aéroport - Blagnac;43.632018, 1.375287;True;False;OPEN;toulouse;20;12;8;2026-03-07T13:00:49+01:00
