number;name;address;position;banking;bonus;status;Contract Name;Bike Stands;Available Bike Stands;Available Bikes;Last Update
297;00297 - AV. DE MURET - DUBOUL;3, rue Axel Duboul - Carrefour avenue de Muret;43.57981, 1.4237;False;False;OPEN;toulouse;13;11;2;2026-03-07T13:04:16+01:00
50;050 - RIBAUCOURT;RIBAUCOURT - BLD LEOPOLD II / LEOPOLD II-LAAN 121-123;50.860862, 4.339182;False;False;OPEN;Bruxelles-Capitale;25;10;15;2026-03-07T13:05:20+01:00
48;00048 - PLACE DU SALIN;18 PL DU SALIN;43.594461, 1.443822;False;False;OPEN;toulouse;32;20;12;2026-03-07T13:05:26+01:00
246;246_AVDA_TRES_CRUCES_ENTRADA_HOSPITAL_GENERAL;Tres Cruces - Hospital General;39.469058080797, -0.406600189533111;False;False;OPEN;valence;20;19;1;2026-03-07T13:04:26+01:00
4023;4023 - PONT MASARYK;Face au 45 quai Gillet;45.778175, 4.810716;True;False;OPEN;lyon;22;19;3;2026-03-07T13:03:51+01:00
26;026_CALLE_SAN_JOSE_DE_CALASANZ;San José de Calasanz - Salas Quiroga;39.466303, -0.385955;False;False;OPEN;valence;15;13;2;2026-03-07T13:04:33+01:00
247;247_AVDA_TRES_CRUCES_MUSICO_AYLLON;Tres Cruces - Músico Ayllón;39.4673780754272, -0.405664185821979;False;False;OPEN;valence;15;9;6;2026-03-07T13:05:31+01:00
5040;5040 - PLACE CRÉPU;7 PLACE BENOIT CREPU;45.757847, 4.826103;False;False;OPEN;lyon;20;19;1;2026-03-07T13:05:35+01:00
3002;03002 - DOUMERGUE - DAUDET;Face 142, rue Gaston Doumergue - Tournefeuille;43.586113, 1.352169;False;False;OPEN;toulouse;16;4;12;2026-03-07T13:04:59+01:00
144;00144 - SUISSE - LAUSANNE;62 BD DE SUISSE;43.615988, 1.42163;False;False;OPEN;toulouse;22;12;9;2026-03-07T13:05:10+01:00
9049;9049 - SERGENT BERTHET / GORGE DE LOUP;23 RUE GORGE DE LOUP;45.770136, 4.80516;False;False;OPEN;lyon;16;3;13;2026-03-07T13:05:26+01:00
102;102-GARE DE PONT ROUSSEAU;Rue de la Gare - REZÉ;47.19316, -1.549212;True;False;OPEN;nantes;24;10;14;2026-03-07T13:04:10+01:00
94;#00094-HAMM-COLONIE;Rue de Hamm/Rue des pruniers;49.606983, 6.154863;False;False;OPEN;luxembourg;20;18;1;2026-03-07T13:03:55+01:00
9;009_CAMINO DE LOS DESCUBRIMIENTOS;CAMINO DE LOS DESCUBRIMIENTOS - Aprox. C/ Albert Einstein;37.402863, -6.004107;False;False;OPEN;seville;20;18;2;2026-03-07T13:04:57+01:00
100;100 - LUXEMBOURG / LUXEMBURG;Rue de Trèves 26 / Trierstraat 26;50.838411, 4.37302;False;True;OPEN;Bruxelles-Capitale;44;25;18;2026-03-07T13:05:39+01:00
81;00081 - JARDIN RAYMOND VI;ALLEE CHARLES DE FITTE / FACE JARDIN RAYMOND VI;43.599797, 1.429521;False;False;OPEN;toulouse;33;13;19;2026-03-07T13:05:13+01:00
60;00060 - PLACE ROQUELAINE;32 PL ROQUELAINE;43.612615, 1.448286;False;False;OPEN;toulouse;24;13;11;2026-03-07T13:04:34+01:00
22;22 - RIVOTTE;20 faubourg Rivotte;47.23219, 6.035007;False;False;OPEN;besancon;12;5;7;2026-03-07T13:03:44+01:00
248;00248 - ROSTAND - BOUQUETINS;RUE DES BOUQUETINS ANGLE RUE EDMOND ROSTAND;43.641013, 1.448524;False;False;OPEN;toulouse;20;16;4;2026-03-07T13:05:22+01:00
30;030-COMMERCE;Place du Commerce - Cours Franklin Roosevelt;47.2138876911855, -1.5555053519911;False;False;OPEN;nantes;33;17;16;2026-03-07T13:03:48+01:00
105;00105 - BILLIÈRES - CHAMPÊTRE;12  AV  ETIENNE  BILLIERES;43.597539, 1.428891;False;False;OPEN;toulouse;18;8;10;2026-03-07T13:04:47+01:00
121;#00121-BARTRENG - RUE KIEM;RUE KIEM/RUE DE MAMER;49.617394, 6.047817;False;False;OPEN;luxembourg;15;9;5;2026-03-07T13:05:40+01:00
75;#00075-BEINCHEN;BEINCHEN - RUE DU PONT;49.61561, 6.13097;False;False;OPEN;luxembourg;15;10;3;2026-03-07T13:04:56+01:00
53;00053 - PLACE SAINT-JULIEN;PLACE SAINT JULIEN;43.608639, 1.436965;False;False;OPEN;toulouse;25;17;8;2026-03-07T13:04:23+01:00
23;23 - REPUBLIQUE;Rue de la République angle rue d'Alsace face à la médiathèque;47.2400989, 6.0273503;False;False;OPEN;besancon;10;6;4;2026-03-07T13:04:36+01:00
343;00343 - CHAUBET - CHIRAC;;43.604681, 1.474453;False;False;OPEN;toulouse;13;8;4;2026-03-07T13:04:39+01:00
14;FOWNES STREET UPPER;Fownes Street Upper;53.344603, -6.263371;False;False;OPEN;dublin;30;15;15;2026-03-07T13:03:48+01:00
269;269 - CICERON / CICERO;Chau. de Louvain 951 / Leuvensesteenweg 951;50.860957, 4.421515;False;False;OPEN;Bruxelles-Capitale;25;14;10;2026-03-07T13:04:46+01:00
87;00087 - LASCROSSES - LECLERC;47 BD LASCROSSES;43.609277, 1.432157;False;False;OPEN;toulouse;25;18;6;2026-03-07T13:03:46+01:00
128;00128 - ST-MICHEL - CASTELET;18 B GRANDE RUE ST MICHEL;43.58585, 1.447374;False;False;OPEN;toulouse;24;22;2;2026-03-07T13:04:18+01:00
2029;2029 - PERRACHE / DE PURY;54 quai Perrache 69002 Lyon;45.739497, 4.822521;False;False;OPEN;lyon;18;16;2;2026-03-07T13:04:12+01:00
28001;28001 - FONTAINES S/S - QUAI SIMON;;45.832495, 4.848795;False;False;OPEN;lyon;20;6;14;2026-03-07T13:03:50+01:00
68;#00068-UM SCHLASS;UM SCHLASS - CEINTURE UM SCHLASS;49.57337, 6.14397;False;False;OPEN;luxembourg;15;7;7;2026-03-07T13:04:57+01:00
1002;01002 - FRONTON - ALLENDE;Avenue Salvador Allende – parking face restaurant « la côte et l’arête » - Aucamville;43.661581, 1.43105;False;False;OPEN;toulouse;16;4;12;2026-03-07T13:04:31+01:00
330;330 - VANDERVELDE;VANDERVELDE - AVENUE EMILE VANDERVELDE 90;50.847546, 4.450015;False;False;OPEN;Bruxelles-Capitale;25;10;15;2026-03-07T13:03:53+01:00
4006;4006 - PHILIPPE DE LASSALLE;Angle rue Anselme, face à l'IUFM;45.773358, 4.821234;False;False;OPEN;lyon;23;12;11;2026-03-07T13:05:31+01:00
193;193 - GARE DE L'OUEST / WESTSTATION;Chaussée de Ninove / Ninoofsesteenweg 203;50.848866, 4.320628;False;False;OPEN;Bruxelles-Capitale;30;15;15;2026-03-07T13:03:43+01:00
6017;6017 - LAFAYETTE / INKERMANN;;45.764062, 4.865802;True;False;OPEN;lyon;30;18;12;2026-03-07T13:05:13+01:00
112;112_AVDA. DE LOS NARANJOS;Manuel Broseta i Pont - Naranjos;39.4785481335207, -0.342366002058633;False;False;OPEN;valence;40;39;1;2026-03-07T13:04:14+01:00
14001;14001 - BRON - CENTRE NAUTIQUE;;45.742932, 4.90863;False;False;OPEN;lyon;13;10;3;2026-03-07T13:04:37+01:00
208;208_AVENIDA DE GRECIA;AAVENIDA DE GRECIA - Aprox. Avda de Italia;37.3506563280755, -5.98419015892254;False;False;OPEN;seville;15;5;10;2026-03-07T13:05:25+01:00
239;00239 - LESPINET - HERBETTES;ANGLE AVENUE DE LESPINET ET RUE GEORGES BIDAULT;43.576637, 1.470245;False;False;OPEN;toulouse;25;15;10;2026-03-07T13:04:46+01:00
206;206_AVENIDA KANSAS CITY;AVENIDA KANSAS CITY - Aprox. C/ Macedonia;37.4029635484276, -5.95821109780644;False;False;OPEN;seville;15;4;11;2026-03-07T13:04:51+01:00
7;00007 - PLACE VICTOR HUGO;6 RUE DU REMPART VILLENEUVE;43.605777, 1.446507;False;False;OPEN;toulouse;25;0;23;2026-03-07T13:04:56+01:00
12;012 - PLACE SAINT-NICOLAS;012 - PLACE SAINT-NICOLAS - AVENUE ALBERT 1ER / PARKING P + R;50.46687, 4.88484;False;False;OPEN;namur;15;5;10;2026-03-07T13:05:38+01:00
367;00367 - PARC DE GIRONIS;Parking salle des fêtes de Lafourguette;43.564067, 1.413739;False;False;OPEN;toulouse;13;10;1;2026-03-07T13:04:05+01:00
238;238_SAN_JOSE_ARTESANO_FRANCISCO_MOROTE_GREUS;San Jose Artesano - Francisco Morote Greus;39.4974171803837, -0.394474168343446;False;False;OPEN;valence;15;6;9;2026-03-07T13:05:38+01:00
41;041_PLAZA CALDERÓN DE LA BARCA;PLAZA CALDERÓN DE LA BARCA - Aprox. C/ Amargura;37.3995825209116, -5.99102921118183;False;False;OPEN;seville;15;2;12;2026-03-07T13:04:04+01:00
36;036_AVENIDA TORNEO;AVENIDA TORNEO - Aprox. C/ Juan de Acre;37.40062, -5.998235;False;False;OPEN;seville;20;15;4;2026-03-07T13:05:40+01:00
43;043 - JOSEPH II / JOZEF II;JOSEPH II/JOZEF II - RUE JOSEPH II/JOZEF II-STRAAT;50.845256, 4.374501;False;False;OPEN;Bruxelles-Capitale;25;24;1;2026-03-07T13:04:51+01:00
8055;8055 - SAINT-ROMAIN / BERLIET;;45.74222, 4.860219;True;False;OPEN;lyon;20;14;5;2026-03-07T13:04:18+01:00
112;112-TRENTEMOULT SABLIERES;Rue de la Californie, 44400 REZE;47.190767, -1.585519;False;False;OPEN;nantes;15;9;6;2026-03-07T13:03:54+01:00
79;00079 - VIGUERIE -  LANGE;1 PL LANGE;43.601016, 1.434129;False;False;OPEN;toulouse;20;12;8;2026-03-07T13:04:12+01:00
336;00336 - COLONNE - SALONIQUE;Face 90, avenue de la Colonne, 30 m après angle rue de Caillibens;43.610556, 1.464953;False;False;OPEN;toulouse;13;10;3;2026-03-07T13:05:01+01:00
4021;4021 - TABAREAU;Angle Bvd de la Croix-Rousse;45.774061, 4.82516;False;False;OPEN;lyon;10;9;1;2026-03-07T13:04:46+01:00
266;266_FRAY MARCOS DE NIZA;Fray Marcos de Niza después de Calle Alvar Núñez Cabeza de Vaca;37.400136, -5.952644;False;False;OPEN;seville;20;0;20;2026-03-07T13:04:51+01:00
227;227_CALLE_SAN_CLEMENTE_ENTRA_HOSPITAL_ARNAU_VILANO;San Clemente - Hospital Arnau de Vilanova;39.4902161533539, -0.403022190134151;False;False;OPEN;valence;20;16;4;2026-03-07T13:04:39+01:00
1013;1013 - MARTINIÈRE;Rue de la Martinière;45.768223, 4.827533;False;False;OPEN;lyon;11;6;5;2026-03-07T13:04:15+01:00
10018;10018 - TOLSTOÏ / FLORIAN;"118 COURS TOLSTOI
69100 VILLEURBANNE";45.7618786774588, 4.88106205566506;False;False;OPEN;lyon;24;17;7;2026-03-07T13:04:53+01:00
195;195_CALLE CORRAL DEL AGUA;CALLE CORRAL DEL AGUA - Aprox. Camino de los toros;37.421626, -5.971503;False;False;OPEN;seville;20;20;0;2026-03-07T13:04:49+01:00
273;00273 - ST-SIMON - PASSERIEU;RD PT LOUIS IZAR / ANGLE AV LOUIS ARISTE PASSERIEU;43.579135, 1.392596;False;False;OPEN;toulouse;18;18;0;2026-03-07T13:03:48+01:00
56;56_AVDA. DE FRANCIA;Francia - Menorca;39.4583890648843, -0.344495997567289;False;False;OPEN;valence;15;0;15;2026-03-07T13:04:36+01:00
8;BAVARSKI DVOR;Slovenska cesta 55c;46.05682, 14.50551;False;False;OPEN;ljubljana;20;12;8;2026-03-07T13:04:11+01:00
8042;8042 - FRANCIS DE PRESSENSÉ;73 RUE CAZENEUVE;45.731361, 4.860139;False;False;OPEN;lyon;22;16;4;2026-03-07T13:05:18+01:00
20;EUROPARK - POBREŠKA C.;Pobreška cesta 18;46.554703, 15.652826;False;False;OPEN;maribor;21;10;11;2026-03-07T13:05:07+01:00
60;060_PLAZA DE LA CONCORDIA;PLAZA DE LA CONCORDIA - Aprox. C/ Teniente Borges;37.393957496312, -5.99689922854279;False;False;OPEN;seville;19;4;14;2026-03-07T13:05:20+01:00
169;169_PAVIA 4;Pavía (Instituto Isabel de Villena);39.4787531399051, -0.324735949373236;False;False;OPEN;valence;20;3;9;2026-03-07T13:04:33+01:00
215;215_CALLE_MUSICO_AYLLON_ESQ_CALLE_FRANCISCO_DOLZ;Músico Ayllón - Francisco Dolz;39.4656390724037, -0.39683915840866;False;False;OPEN;valence;15;0;15;2026-03-07T13:03:44+01:00
9046;9046 - MANGINI;;45.790414, 4.816359;False;False;OPEN;lyon;24;20;4;2026-03-07T13:04:44+01:00
33;00033 - LAXOU MAIRIE;9 av Paul Déroulède;48.684954, 6.154908;False;False;OPEN;nancy;15;15;0;2026-03-07T13:04:29+01:00
66;066_CALLE ARROYO;CALLE ARROYO - Aprox. Avda. José Laguillo;37.3936255004888, -5.98186917562097;False;False;OPEN;seville;20;2;18;2026-03-07T13:04:50+01:00
233;00233 - NARBONNE - SAHUQUE;FACE 88 RTE DE NARBONNE STATION ESSO;43.566528, 1.458648;False;False;OPEN;toulouse;20;19;0;2026-03-07T13:05:30+01:00
61;061_PLAZA DEL MUSEO;PLAZA DEL MUSEO - Aprox. C/ Alfonso XII;37.392969, -5.999294;False;False;OPEN;seville;20;1;17;2026-03-07T13:05:23+01:00
10053;10053 - ROSSELINI / 11 NOVEMBRE;Bd du 11 novembre angle av. Claude Bernard;45.77939, 4.863068;False;False;OPEN;lyon;30;30;0;2026-03-07T13:04:25+01:00
1001;01001 - AUCAMVILLE MAIRIE;101, Route de fronton - Aucamville;43.667507, 1.429317;False;False;OPEN;toulouse;16;0;12;2026-03-07T13:05:14+01:00
17;017 - COMTE DE FLANDRE / GRAAF VAN VLAANDEREN;Rue Sainte-Marie / Sint-Mariastraat 60;50.855358, 4.339465;False;False;OPEN;Bruxelles-Capitale;18;7;9;2026-03-07T13:04:15+01:00
131;#00131-EUROPASCHOUL MAMER;Rue Gaston Thorn 6;49.618073, 6.037591;False;False;OPEN;luxembourg;20;19;1;2026-03-07T13:04:58+01:00
115;115_C/ DR. VICENTE ZARAGOZA;Cataluña - Doctor Vicente Zaragozá;39.4815301403857, -0.352239033238509;False;False;OPEN;valence;16;15;1;2026-03-07T13:04:35+01:00
258;258_ESTACA DE VARES;Esquina Calle Creus;37.383696485513, -5.9148199348556;False;False;OPEN;seville;17;6;11;2026-03-07T13:03:41+01:00
5006;5006 - QUAI ROMAIN ROLLAND;Face ancien Palais de Justice;45.7620452080746, 4.82872732991442;True;False;OPEN;lyon;17;5;12;2026-03-07T13:04:30+01:00
69;069 - LESBROUSSART;LESBROUSSART - AVENUE LOUISE/LOUIZALAAN 192;50.827577, 4.363797;False;True;OPEN;Bruxelles-Capitale;29;25;1;2026-03-07T13:04:07+01:00
67;067_CALLE LEONARDO DA VINCI;CALLE LEONARDO DA VINCI - Aprox. C/ Albert Einstein;37.4041625332505, -6.00730227091074;False;False;OPEN;seville;20;15;5;2026-03-07T13:05:06+01:00
268;268 - DUNANT;DUNANT - AV HENRI DUNANT / HENRI DUNANTLAAN;50.862808, 4.410791;False;False;OPEN;Bruxelles-Capitale;20;8;12;2026-03-07T13:04:34+01:00
22001;22001 - STE FOY - PLACE ST LUC;place St Luc Sainte Foy Lès Lyon;45.749588, 4.800967;True;False;OPEN;lyon;15;15;0;2026-03-07T13:03:55+01:00
6032;6032 - PRÉFECTURE / SARRAIL;Angle rue Vauban;45.764821, 4.841567;True;False;OPEN;lyon;20;12;7;2026-03-07T13:04:52+01:00
359;359 - JCDECAUX;JCDECAUX - ALLÉE VERTE 50 À 1000 BRUXELLES;50.867708, 4.357532;False;False;OPEN;Bruxelles-Capitale;20;15;5;2026-03-07T13:04:26+01:00
9010;9010 - PISCINE DE VAISE;37 AV. SIDOINE APOLLINAIRE;45.771034, 4.79644;False;False;OPEN;lyon;19;4;13;2026-03-07T13:05:29+01:00
24;00024 - PLACE SAINT-ÉTIENNE;14 PL SAINT-ETIENNE;43.600055, 1.449273;False;False;OPEN;toulouse;22;3;19;2026-03-07T13:04:39+01:00
10014;10014 - LAURENT BONNEVAY / ASTROBALLE;64 AV. MARCEL CERDAN;45.765214, 4.909808;False;False;OPEN;lyon;28;12;16;2026-03-07T13:05:26+01:00
167;167_GLORIETA BIZCO AMATE;GLORIETA BIZCO AMATE - Aprox. Avda Ramón y Cajal;37.3733496683224, -5.96493361320333;False;False;OPEN;seville;20;0;20;2026-03-07T13:04:53+01:00
154;154 - PLASKY;Square Eugène Plasky / Eugène Plaskysquare 100;50.851241, 4.396386;False;True;OPEN;Bruxelles-Capitale;25;10;15;2026-03-07T13:05:28+01:00
237;237_LEVANTE_UD_AVDA_ECUADOR;Levante U.D. - Ecuador;39.4947261723789, -0.391129156875508;False;False;OPEN;valence;15;10;5;2026-03-07T13:04:17+01:00
245;00245 - GRANDE BRETAGNE - BADIOU;103 BIS AV DE GRANDE BRETAGNE ANGLE RUE BADIOU;43.599732, 1.415372;False;False;OPEN;toulouse;19;19;0;2026-03-07T13:05:22+01:00
256;256_AVDA_TRES_FORQUES_TURIS;Tres Forques - Turís;39.4639310680958, -0.392326143951058;False;False;OPEN;valence;15;14;1;2026-03-07T13:04:10+01:00
9008;9008 - L'ILE BARBE;3 QUAI PAUL SEDAILLAN;45.797415, 4.829038;True;False;OPEN;lyon;16;1;15;2026-03-07T13:04:47+01:00
67;067_JUAN VERDEGUER;Juan Verdeguer - Toneleros;39.4588280688327, -0.336888975014669;False;False;OPEN;valence;14;7;7;2026-03-07T13:05:20+01:00
227;227_AVENIDA ALCALDE LUIS URUÑUELA;AVENIDA ALCALDE LUIS URUÑUELA - Aprox. C/ Carlinga;37.39084293, -5.919720881;False;False;OPEN;seville;9;2;7;2026-03-07T13:04:25+01:00
1;01 - GARE VIOTTE (CB);GARE VIOTTE Parc des Glacis - Entrée Avenue de la Paix;47.246419, 6.022567;True;True;OPEN;besancon;30;17;12;2026-03-07T13:05:10+01:00
8011;8011 - PLACE LEBRET;Côté route de Vienne;45.735653, 4.853042;False;False;OPEN;lyon;14;14;0;2026-03-07T13:03:53+01:00
38;#00038-HELLEG GEESCHT;HELLEG GEESCHT - PLATEAU SAINT ESPRIT;49.60771, 6.13456;False;False;OPEN;luxembourg;20;16;0;2026-03-07T13:04:27+01:00
235;235_CIUDAD DE CHIVA;CIUDAD DE CHIVA - Aprox. C/ ciudad de Alfajar;37.41179319, -5.929794502;False;False;OPEN;seville;15;9;6;2026-03-07T13:03:41+01:00
184;00184 - MICHOUN - HYÈRES;70 CHEMIN MICHOUN;43.62724, 1.469293;False;False;OPEN;toulouse;20;10;9;2026-03-07T13:04:44+01:00
94;094_AVDA. BLASCO IBAÑEZ 5;Blasco Ibañez - Clariano;39.4753461197244, -0.351674028220146;False;False;OPEN;valence;20;12;7;2026-03-07T13:04:48+01:00
338;00338 - GUILLAUMET - CEAT;Face 24, avenue Henri Guillaumet (nouveau quartier);43.61445, 1.469636;False;False;OPEN;toulouse;13;9;4;2026-03-07T13:04:44+01:00
4007;4007 - PLACE FLAMMARION;Côté Rue Philippe de Lassalle;45.779332, 4.820259;False;False;OPEN;lyon;18;4;14;2026-03-07T13:05:04+01:00
140;140_AVENIDA_CAMPANAR;Campanar - Nicasio Benlloch;39.4879721500597, -0.38969114895134;False;False;OPEN;valence;20;15;5;2026-03-07T13:03:50+01:00
186;186_CALLE_INGENIERO_JOAQUIN_BENLLOCH;Benifairó de Valldigna - Joaquín Benlloch;39.4503590281921, -0.374106081983545;False;False;OPEN;valence;14;3;11;2026-03-07T13:03:56+01:00
27;027_CALLE_SAN_VICENTE_MARTIR_129;San Vicente Martir - Doctor Vilá Barberá;39.4633300694228, -0.381942112481819;False;False;OPEN;valence;20;15;5;2026-03-07T13:04:17+01:00
6039;6039 - GARIBALDI / BUGEAUD;;45.766708, 4.852073;True;False;OPEN;lyon;20;18;2;2026-03-07T13:05:26+01:00
16011;16011 - VENISSIEUX - FARGE / CLOCHETTES;Boulevard Yves Farges angle rue des Clochettes 69200 Vénissieux;45.697423, 4.858227;False;False;OPEN;lyon;12;12;0;2026-03-07T13:04:27+01:00
15;00015 - PORT STE CATHERINE;Angle rue Henri BAZIN et quai Sainte-Catherine;48.6954870039528, 6.1906794896667;False;False;OPEN;nancy;16;13;3;2026-03-07T13:04:22+01:00
62;00062 - JAURÈS - BONREPOS;81 ALLEE JEAN JAURES;43.609222, 1.453542;False;False;OPEN;toulouse;24;23;1;2026-03-07T13:03:57+01:00
267;267 - GENEVE;GENEVE - RUE DE GENEVE /  GENEVESTRAT 12;50.862912, 4.403226;False;False;OPEN;Bruxelles-Capitale;25;10;15;2026-03-07T13:03:41+01:00
151;151_JERONIMO MONSORIU;Jerónimo Monsoriu - Alcalde Cano Coloma;39.4646370882768, -0.337207979114133;False;False;OPEN;valence;20;6;13;2026-03-07T13:03:55+01:00
117;117_AVDA ESPERANZA DE TRIANA;AVDA ESPERANZA DE TRIANA - Aprox. Avda Republica Argentina;37.3778064297288, -6.0026132392931;False;False;OPEN;seville;14;1;13;2026-03-07T13:04:37+01:00
2001;02001 - VELASQUEZ - TAMARIS;Entrée Airbus - Carrefour rue Velasquez – rue Tamaris - Blagnac;43.621004, 1.390347;False;False;OPEN;toulouse;16;12;4;2026-03-07T13:04:42+01:00
17;17 - CHAMARS;Avenue de la Gare d'Eau face commissariat;47.232903, 6.020116;False;False;OPEN;besancon;14;9;5;2026-03-07T13:05:20+01:00
70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;Colón, 44;39.469181, -0.371737;False;False;OPEN;valence;17;6;10;2026-03-07T13:05:19+01:00
160;160_PASEO CRISTOBAL COLON;PASEO CRISTOBAL COLON - Aprox. Puente de Triana;37.387178, -6.001376;False;False;OPEN;seville;20;6;13;2026-03-07T13:03:46+01:00
10047;10047 - LHERMINIER / PRESSENSÉ;Avenue du Cdt Lherminier/Angle rue F. de Pressensé;45.771143, 4.88504;False;False;OPEN;lyon;15;1;11;2026-03-07T13:04:39+01:00
2012;2012 - GAILLETON;3 PLACE GAILLETON;45.753455, 4.833367;False;False;OPEN;lyon;16;0;14;2026-03-07T13:04:47+01:00
370;00370 - PLACE DES TIBAOUS;Face 11 et 13, rue Missak Manouchian;43.550424, 1.386158;False;False;OPEN;toulouse;13;8;5;2026-03-07T13:05:13+01:00
55;HATCH STREET;Hatch Street;53.33403, -6.260714;False;False;OPEN;dublin;36;31;5;2026-03-07T13:03:42+01:00
202;202 - AUMALE;AUMALE - RUE D'AUMALE / AUMALESTRAAT 339-341;50.840217, 4.313386;False;False;OPEN;Bruxelles-Capitale;21;12;8;2026-03-07T13:04:49+01:00
2038;2038 - REMPARTS D'AINAY;16 RUE DES REMPARTS D'AINAY;45.753077, 4.829706;False;False;OPEN;lyon;24;3;21;2026-03-07T13:04:11+01:00
15;堤町通り TSUTSUMICHO STREET;堤町通り１丁目２番２６号 1-2-26 Tsutsumicho-dori;36.688891, 137.217613;False;False;OPEN;toyama;16;6;10;2026-03-07T13:04:50+01:00
4002;4002 - MAIRIE DU 4E;Devant la mairie du 4°;45.774193, 4.827743;True;False;OPEN;lyon;20;14;5;2026-03-07T13:05:05+01:00
17;017_ESTACION RENFE I;Xátiva - Bailén (Estación del Norte);39.4674360847595, -0.377350100922523;False;False;OPEN;valence;30;0;0;2026-03-07T13:04:48+01:00
147;147_CALLE_PIE_DE_LA_CRUZ_CALLE_DE_LA_REJA;Pie de la Cruz - Rejas;39.4731691031481, -0.38029811284559;False;False;OPEN;valence;15;1;13;2026-03-07T13:04:30+01:00
170;00170 - ALBI - NICOL;FACE 163 CHE NICOL;43.635586, 1.464289;True;False;OPEN;toulouse;17;8;7;2026-03-07T13:05:17+01:00
40;FERO-TERM - PRUŠNIKOVA UL.;Prušnikova ul. 40;46.5399463, 15.6263605;False;False;OPEN;maribor;20;2;18;2026-03-07T13:04:38+01:00
34;CITYPARK;Citypark - Šmartinska 152 g;46.068805, 14.546257;False;False;OPEN;ljubljana;20;15;5;2026-03-07T13:05:23+01:00
13;00013 - SAINT NICOLAS - CHARLES III;71 rue Saint-Nicolas;48.688015, 6.187451;False;False;OPEN;nancy;16;7;9;2026-03-07T13:04:47+01:00
168;168 - HOPITAL FRANÇAIS / FRANS GASTHUIS;Av. Josse Goffin / Josse Goffinlaan 125;50.866379, 4.303281;False;False;OPEN;Bruxelles-Capitale;25;12;13;2026-03-07T13:05:16+01:00
247;247_AVDA. RAMON Y CAJAL;Esquina con C/Enramadilla;37.3782314399419, -5.97936215795483;False;False;OPEN;seville;30;1;29;2026-03-07T13:05:35+01:00
8;008-BOUCHERIE;4, rue de la Boucherie;47.2162008925882, -1.55711168019757;True;False;OPEN;nantes;24;13;11;2026-03-07T13:04:10+01:00
27;027_AVENIDA DE LLANES;AVENIDA DE LLANES - Aprox C/ Escultor Francisco Buiza;37.4038775449742, -5.97209014722345;False;False;OPEN;seville;17;14;3;2026-03-07T13:05:34+01:00
3069;3069 - DAUPHINÉ / SAINT-MAXIMIN;;45.750002, 4.864587;False;False;OPEN;lyon;30;17;10;2026-03-07T13:04:29+01:00
161;00161 - AV . DE RANGUEIL  - BEDOUCE;35 AV DE RANGUEIL;43.576773, 1.454742;False;False;OPEN;toulouse;15;6;9;2026-03-07T13:05:05+01:00
332;332 - VERGOTE;VERGOTE - BD BRAND WHITLOK;50.845229, 4.404311;False;False;OPEN;Bruxelles-Capitale;24;11;12;2026-03-07T13:04:36+01:00
172;00172 - NETWILLER - EBELOT;RD-PT DE L'ABBE LAFFORGUE ANGLE RUE HENRI EBELOT;43.642859, 1.461124;False;False;OPEN;toulouse;20;8;12;2026-03-07T13:05:30+01:00
271;271 - DUBOIS;Bd Edmond Machtens 130 / Edmond Machtenslaan 130;50.851158, 4.309591;False;False;OPEN;Bruxelles-Capitale;25;10;15;2026-03-07T13:04:44+01:00
187;187_CALLE DOCTOR LAFFON;CALLE DOCTOR LAFFON - Aprox. C/ Efeso;37.3954005141029, -5.96404311412632;False;False;OPEN;seville;20;13;7;2026-03-07T13:05:29+01:00
10;10 - 8 SEPTEMBRE (CB);Place du 8 Septembre;47.237686, 6.024183;False;False;OPEN;besancon;15;9;6;2026-03-07T13:04:19+01:00
196;196_CALLE ESTRELLA CANOPUS;CALLE ESTRELLA CANOPUS - Aprox. C/ estrella Betelgeuse;37.424568, -5.969987;False;False;OPEN;seville;20;14;6;2026-03-07T13:04:24+01:00
141;141_CALLE FELIPE II;CALLE FELIPE II - Aprox. C/ Ramón Carande;37.3717334495756, -5.98189535424074;False;False;OPEN;seville;20;14;5;2026-03-07T13:04:50+01:00
287;00287 - STADE TOULOUSAIN;114 RUE DES TROENES / ANGLE STADE ERNEST WALLON;43.620607, 1.415125;True;False;OPEN;toulouse;30;7;22;2026-03-07T13:03:57+01:00
173;00173 - BOURGÈS-MAUNOURY - SÉGLA;25 AV MAURICE BOURGES MAUNOURY;43.633171, 1.450638;False;False;OPEN;toulouse;19;14;4;2026-03-07T13:04:30+01:00
216;216_AVDA_DEL_CID_ESQ_CALLE_BURGOS;Av. del Cid - Burgos;39.46913, -0.399552;False;False;OPEN;valence;17;14;3;2026-03-07T13:04:51+01:00
3138;3138 - VIVIER MERLE / PAUL BERT OUEST;Devant l'hôtel IBIS;45.757484, 4.858386;False;False;OPEN;lyon;19;5;13;2026-03-07T13:05:00+01:00
12002;12002 - VAULX - POUDRETTE / LA SOIE;Face au 2 rue de la Poudrette, Vaulx en Velin;45.76438, 4.919276;False;False;OPEN;lyon;20;12;8;2026-03-07T13:05:34+01:00
30;LIDL - VOJKOVA CESTA;;46.07589, 14.52011;False;False;OPEN;ljubljana;20;6;14;2026-03-07T13:04:07+01:00
